  Sr No.,Model,Version,Body Type,Ex-Showroom Price,On Road Price(Rs.),Mileage (ARAI) (kmpl),City Mileage (kmpl),Highway Mileage (kmpl),Engine Power (cc),Engine Specification,Engine Type,Transmission Type,Transmission Specification,Fuel Type,Seating Capacity,Top Speed (kmph),Acceleration (0-100 kmph)  (Seconds),Max Power (bhp),Max Power (rpm),Max Torque (Nm),Max Torque (rpm),Driving Range (km),Emission Standard,Turbocharger/Supercharger,Battery Specification,Battery Charging Time,Electric Motor Specification,Alternate Fuel,Length (mm),Width(mm),Height(mm),Wheelbase(mm),Ground Clearance (cm),Kerb Weight (kg),Doors,No of Seating Rows,Bootspace(litres),Fue Tank Capacity,Front Suspension,Rear Suspension,Front Brake Type,Rear Brake Type,Minimum Turning Radius (m),Steering Type,Power Steering,Multifunction Steering Wheel,Wheels,Wheel Size (inch),Tyre Type,Spare Wheel,Front Tyres Size,Rear Tyres Size,Overspeed Warning,Lane Departure Warning,Emergency Brake Light Flashing,Forward Collision Warning (FCW),Automatic Emergency Braking (AEB),High-beam Assist,NCAP Rating (Adult) (Star (Global NCAP)),NCAP Rating (Child) (Star (Global NCAP)),Blind Spot Detection,Lane Departure Prevention,Dashcam,Puncture Repair Kit,Rear Cross-Traffic Assist,Airbags,Rear Middle Three Point seatbelt,Rear Middle Head Rest,Tyre Pressure Monitoring System (TPMS),Child Seat Anchor Points,Seat Belt Warning,Anti-Lock Braking System (ABS),Electronic Brake-force Distribution (EBD),Electronic Parking Brake,Parking Assist,Brake Assist (BA),Electronic Stability Program (ESP),Four-Wheel-Drive,Drive Modes,Reverse Camera,Hill Assist,Hill Hold Control,Traction Control System (TC/TCS),Ride Height Adjustment,Hill Descent Control,Differential Lock,Engine Immobilizer,Central Locking,Speed Sensing Door Lock,Child Safety Lock,Air Purifier,Air Conditioner,Front AC,Rear AC,Keyless Start/ Button Start,Keyless Entry,Steering Adjustment,12V Power Outlets,Cruise Control,Headlight and Ignition On Reminder,Parking Sensors,Anti glare Mirrors,Vanity Mirrors on Sun Visors,Convenience Heater,Cabin Boot Access,Third Row AC,Remote Car Light Flashing & Honking Via app,Geo-Fence,Remote Sunroof Open/Close Via app,Over The Air (OTA) Updates,Check Vehicle Status Via App,Remote Car Lock/Unlock Via app,Emergency Call,Find My Car,Remote AC On/Off Via app,Alexa Compatibility,Adjustable Headrests,Driver Seat Adjustment,Front Passenger Seat Adjustment,Rear Row Seat Adjustment,Third Row Seat Adjustment,Seat Upholstery,Leather-Wrapped Steering Wheel,Leather Wrapped Gear Knob,Driver Armrest,Electronically Adjustable Seats (EAS),Rear Passenger Seat Type,Third Row Seats Type,Ventilated Seats,Electric Adjustable Seats,Ventilated Seat Type,Interiors,Interior Colours,Rear Armrest,Folding Rear Seat,Split Rear Seat,Split Third Row Seat,Front Seatback Pockets,Headrests,Fourth Row Seat Adjustment,Cup Holders,Driver Armrest Storage,Cooled Glovebox,Sunglass Holder,Third Row Cup Holders,One Touch Down,One Touch Up,Power Windows,ORVM Colour,Adjustable ORVM,Turn Indicators on ORVM,Rear Defogger,Rear Wiper,Exterior Door Handles,Rain Sensing Wipers,Automatic Climate Control,Interior Door Handles,Door Pockets,Side Window Blinds,Bootlid Opener,Rear Windshield Blind,Scuff Plates,Sunroof / Moonroof,Roof Mounted Antenal,Roof Rails,Body Coloured Bumpers,Chrome Finish Exhaust pipe,Body Kit,Rub - Strips,Fog Lights,Daytime Running Lights,Headlights,Automatic Headlamps,Follow me home headlamps,Taillights,Cabin Lamps,Headlight Height Adjuster,Glove Box Lamp,Lights on Vanity Mirrors,Rear Reading Lamp,Cornering Headlights,Puddle Lamps,Ambient Interior Lighting,Instantaneous Consumption,Instrument Cluster,Trip Meter,Average Fuel Consumption,Average Speed,Distance to Empty,Clock,Low Fuel Level Warning,Door Ajar Warning,Adjustable Cluster Brightness,Gear Indicator,Shift Indicator,Head Up Display (HUD),Tachometer,Speedometer,Odometer,Smart Connectivity,Integrated (in-dash) Music System,Head Unit Size(inch),Display,Touchscreen Size(inch),Multifunction Display,"Infotainment Screen",Display Screen for Rear Passengers,GPS Navigation System,Speakers,USB Compatibility,Aux Compatibility,Bluetooth Compatibility,CD Player,DVD Playback,AM/FM Radio,iPod Compatibility,Internal Hard-drive,Steering Mounted Controls,Voice Command,Wireless Charger,Gesture Control,Adjustable Seats,Base Sliding,Warranty (Years),Warranty (Kilometres),Battery Warranty (Years),Battery Warranty (Kilometres),Mumbai,Bangalore,Delhi,Pune,Navi Mumbai,Hyderabad,Ahmedabad,Chennai,Kolkata,Color Name,Description
1,Tata Altroz,Altroz XE Petrol,Hatchback,715000,790000,19.33,14,22,1199, 3 Cylinders Inline 4 Valves/Cylinder DOHC        ,1.2 L Revotron	,Manual,Manual - 5 Gears	,Petrol,5,140,10.5,87,6000,115,3300,650,BS6 Phase 2	,No,N/A,N/A,N/A,N/A,3990,1754,1523,2501,16.5,1030,5,2,345,37,Independent MacPherson dual path strut with coil spring	,Twist beam with coil spring and shock absorber	,Disc,Drum,5.3,Power assisted (Electric),Yes,Yes,Alloy Rims,16,Radial Tubeless,Steel,185 / 60 R16,185 / 60 R16,"1 beep over 80kmph, Continuous beeps over 120kmph	",No,No,No,No,No,5,3,No,No,No,No,No,"2 Airbags (Driver, Passenger)	",No,No,No,Yes,No,Yes,Yes,No,N/A,No,No,No,Standard,No,No,No,No,No,No,No,Yes,Keyless	,Yes,Yes,No,Yes (Manual)	,"Single Zone, Common Fan Speed Control	","Blower, Vents Behind Front Armrest",No,Yes,Tilt,1,No,Yes,Rear,No,No,No,No,N/A,No,No,No,No,No,No,No,No,No,No,No,"6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)	","6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)        ",Fixed,N/A,Fabric,No,No,No,No,Bench,N/A,No,No,N/A,Dual Tone,Black and Grey	,No,Full,Yes,No,Yes,Front	,Yes,Front Only	,Yes,No,No,N/A,Yes,Yes,Front & Rear	,Black	,Externally Adjustable	,Yes,Yes,No,Body Coloured,No,No,Black	,Front & Rear	,No,Electric Tailgate Release,No,No,No,No,No,Yes,No,No,No,No,No,Halogen,No,Yes,Halogen	,Front	,Yes,No,No,No,No,No,No,Yes,Analog - Digital	,Electronic 2 Trips	,Yes,Yes,Yes,Digital	,Yes,Yes,Yes,Yes,Yes,No,Analog	,Yes,Yes,"Android Auto (No), Apple Car Play (No)		",No,7,Touch-screen Display,7,Yes,Yes,No,Yes,N/A,Yes,Yes,Phone & Audio Streaming,No,No,Yes,No,No,Yes,No,No,No,Yes,N/A,3,100000,N/A,N/A,715000,720000,710000,725000,720000,730000,725000,735000,720000,"Grey, Red, Blue, White, Gold, Black",Tata Altroz XE Petrol is the petrol variant in the Tata Altroz lineup and is priced at Rs. 7.75 Lakh. It gives a mileage of 19.33 kmpl. Tata Altroz XE Petrol is available in Manual transmission
2,Tata Altroz,Altroz XM Petrol,Hatchback,785000,830000,19.33,14,22,1199, 3 Cylinders Inline 4 Valves/Cylinder DOHC	,1.2 L Revotron	,Manual,Manual - 5 Gears	,Petrol,5,140,10.5,87,6000,115,3300,670,BS6 Phase 2	,No,N/A,N/A,N/A,N/A,3990,1754,1523,2501,16.5,1030,5,2,345,37,Independent MacPherson dual path strut with coil spring	,Twist beam with coil spring and shock absorber	,Disc,Drum,5.3,Power assisted (Electric),Yes,Yes,Alloy Rims,14,Radial Tubeless,Steel,185 / 60 R16,185 / 60 R16,"1 beep over 80kmph, Continuous beeps over 120kmph	",No,No,No,No,No,5,3,No,No,No,No,No,"2 Airbags (Driver, Passenger)	",No,No,No,Yes,Yes,Yes,Yes,No,N/A,No,No,No,Standard,No,No,No,No,No,No,No,Yes,Keyless	,Yes,Yes,No,Yes (Manual)	,"Single Zone, Common Fan Speed Control	","Blower, Vents Behind Front Armrest",No,Yes,Tilt,1,No,Yes,Rear,No,No,No,No,N/A,No,No,No,No,No,No,No,No,No,No,No,"6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)	","6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)	",Fixed,N/A,Fabric,No,No,No,No,Bench,N/A,No,No,N/A,Dual Tone,Black and Grey	,No,Full,Yes,No,Yes,Front	,Yes,Front Only	,Yes,No,No,N/A,Yes,Yes,Front & Rear	,Black	,Externally Adjustable	,Yes,Yes,No,Body Coloured,No,No,Black	,Front & Rear	,No,Electric Tailgate Release,No,No,No,No,No,Yes,No,No,No,No,No,Halogen,No,Yes,Halogen	,Front	,Yes,No,No,No,No,No,No,Yes,Analog - Digital	,Electronic 2 Trips	,Yes,Yes,Yes,Digital	,Yes,Yes,Yes,Yes,Yes,No,Analog	,Yes,Yes,No,Yes,7,Touch-screen Display,7,Yes,Yes,No,Yes,4,Yes,Yes,Phone & Audio Streaming,No,No,Yes,No,No,Yes,No,No,No,Yes,N/A,3,100000,N/A,N/A,785000,790000,780000,795000,790000,800000,795000,805000,790000,"Grey, Red, Blue, White, Gold, Black",Tata Altroz XM Petrol is the petrol variant in the Tata Altroz lineup and is priced at Rs. 8.14 Lakh. It gives a mileage of 19.33 kmpl. Tata Altroz XM Petrol is available in Manual transmission
3,Tata Altroz,Altroz XE iCNG,Hatchback,780000,868000,26.2,20,30,1199, 3 Cylinders Inline 4 Valves/Cylinder DOHC	,1.2 L CNG	,Manual,Manual - 5 Gears	,CNG,5,140,10.5,72,6000,115,3300,750,BS6 Phase 2	,No,N/A,N/A,N/A,N/A,3990,1754,1523,2501,16.5,1030,5,2,345,37,Independent MacPherson dual path strut with coil spring	,Twist beam with coil spring and shock absorber	,Disc,Drum,5.3,Power assisted (Electric),Yes,Yes,Alloy Rims,14,Radial Tubeless,Steel,185 / 60 R16,185 / 60 R16,"1 beep over 80kmph, Continuous beeps over 120kmph	",No,No,No,No,No,5,3,No,No,No,No,No,"2 Airbags (Driver, Passenger)	",No,No,No,Yes,No,Yes,Yes,No,N/A,No,No,No,Standard,No,No,No,No,No,No,No,Yes,With Key	,Yes,Yes,No,Yes (Manual)	,"Single Zone, Common Fan Speed Control	","Blower, Vents Behind Front Armrest",No,Yes,Tilt,1,No,Yes,Rear,No,No,No,No,N/A,No,No,No,No,No,No,No,No,No,No,No,"6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)	","6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)	",Fixed,N/A,Fabric,No,No,No,No,Bench,N/A,No,No,N/A,Dual Tone,Black and Grey	,No,Full,Yes,No,Yes,Front	,Yes,Front Only	,Yes,No,No,N/A,Yes,Yes,No,Black	,Externally Adjustable	,Yes,Yes,No,Body Coloured,No,No,Black	,Front & Rear	,No,Electric Tailgate Release,No,No,No,No,No,Yes,No,No,No,No,No,Halogen,No,No,Halogen	,Front	,Yes,No,No,No,No,No,No,Yes,Analog - Digital	,Electronic 2 Trips	,Yes,Yes,Yes,Digital	,Yes,Yes,Yes,Yes,Yes,No,Analog	,Yes,Yes,"Android Auto (No), Apple Car Play (No)		",No,7,Touch-screen Display,7,Yes,Yes,No,Yes,N/A,Yes,Yes,Phone & Audio Streaming,No,No,Yes,No,No,Yes,No,No,No,Yes,N/A,3,100000,N/A,N/A,780000,785000,775000,790000,785000,795000,790000,800000,785000,"Grey, Red, Blue, White, Gold, Black",Tata Altroz XE iCNG is the cng variant in the Tata Altroz lineup and is priced at Rs. 8.82 Lakh. It gives a mileage of 26.2 km/kg. Tata Altroz XE iCNG is available in Manual transmission
4,Tata Altroz,Altroz XM (S) Petrol,Hatchback,815000,882000,19.33,14,22,1199, 3 Cylinders Inline 4 Valves/Cylinder DOHC	,1.2 L Revotron	,Manual,Manual - 5 Gears	,Petrol,5,140,10.5,87,6000,115,3300,665,BS6 Phase 2	,No,N/A,N/A,N/A,N/A,3990,1754,1523,2501,16.5,1030,5,2,345,37,Independent MacPherson dual path strut with coil spring	,Twist beam with coil spring and shock absorber	,Disc,Drum,5.3,Power assisted (Electric),Yes,Yes,Alloy Rims,14,Radial Tubeless,Steel,185 / 60 R16,185 / 60 R16,"1 beep over 80kmph, Continuous beeps over 120kmph	",No,No,No,No,No,5,3,No,No,No,No,No,"2 Airbags (Driver, Passenger)	",No,No,No,Yes,Yes,Yes,Yes,No,N/A,No,No,No,Standard,No,No,No,No,No,No,No,Yes,Keyless	,Yes,Yes,No,Yes (Manual)	,"Single Zone, Common Fan Speed Control	","Blower, Vents Behind Front Armrest",No,Yes,Tilt,1,No,Yes,Rear,No,No,No,No,N/A,No,No,No,No,No,No,No,No,No,No,No,"6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)	","6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)	",Fixed,N/A,Fabric,No,No,No,No,Bench,N/A,No,No,N/A,Dual Tone,Black and Grey	,No,Full,Yes,No,Yes,Front	,Yes,Front Only	,Yes,No,No,N/A,Yes,Yes,Front & Rear	,Black	,Externally Adjustable	,Yes,Yes,No,Body Coloured,No,No,Black	,Front & Rear	,No,Electric Tailgate Release,No,No,Electrically Adjustable,No,No,Yes,No,No,No,No,No,Halogen,No,Yes,Halogen	,Front	,Yes,No,No,No,No,No,No,Yes,Analog - Digital	,Electronic 2 Trips	,Yes,Yes,Yes,Digital	,Yes,Yes,Yes,Yes,Yes,No,Analog	,Yes,Yes,No,Yes,7,Touch-screen Display,7,Yes,Yes,No,Yes,4,Yes,Yes,Phone & Audio Streaming,No,No,Yes,No,No,Yes,No,No,No,Yes,N/A,3,100000,N/A,N/A,815000,820000,810000,825000,820000,830000,825000,835000,820000,"Grey, Red, Blue, White, Gold, Black",Tata Altroz XM (S) Petrol is the petrol variant in the Tata Altroz lineup and is priced at Rs. 8.65 Lakh. It gives a mileage of 19.33 kmpl. Tata Altroz XM (S) Petrol is available in Manual transmission
5,Tata Altroz,Altroz XM Plus Petrol,Hatchback,875000,900000,19.33,14,22,1199, 3 Cylinders Inline 4 Valves/Cylinder DOHC	,1.2 L Revotron	,Manual,Manual - 5 Gears	,Petrol,5,140,10.5,87,6000,115,3300,675,BS6 Phase 2	,No,N/A,N/A,N/A,N/A,3990,1754,1523,2501,16.5,1055,5,2,345,37,Independent MacPherson dual path strut with coil spring	,Twist beam with coil spring and shock absorber	,Disc,Drum,5.3,Power assisted (Electric),Yes,Yes,Alloy Rims,15,Radial Tubeless,Steel,185 / 60 R16,185 / 60 R16,"1 beep over 80kmph, Continuous beeps over 120kmph	",No,No,No,No,No,5,3,No,No,No,Yes,No,"2 Airbags (Driver, Passenger)	",No,No,No,Yes,Yes,Yes,Yes,Yes,N/A,No,No,Yes,Standard,No,No,No,Yes,No,No,No,Yes,Keyless	,Yes,Yes,No,Yes (Manual)	,"Single Zone, Common Fan Speed Control	","Blower, Vents Behind Front Armrest",No,Yes,Tilt,1,Yes,Yes,Rear,No,No,No,No,N/A,No,No,No,No,No,No,No,No,No,No,No,"6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)	","6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)        ",Fixed,N/A,Fabric,No,No,No,No,Bench,N/A,No,No,N/A,Dual Tone,Black and Grey	,No,Full,Yes,No,No,Front	,Yes,Front Only	,No,No,No,N/A,No,No,Front & Rear	,Black	,Auto Folding,Yes,Yes,No,Body Coloured,No,No,Black	,Front & Rear	,No,Electric Tailgate Release,No,No,No,No,No,Yes,No,No,No,No,No,Halogen,No,Yes,Halogen	,Front	,Yes,No,No,No,No,No,No,Yes,Analog - Digital	,Electronic 2 Trips	,Yes,No,Yes,Digital	,Yes,Yes,Yes,Yes,Yes,No,Analog	,Yes,Yes,"Android Auto (No), Apple Car Play (No)		",Yes,7,Touch-screen Display,7,Yes,Yes,No,Yes,4,Yes,Yes,Phone & Audio Streaming,No,No,Yes,No,No,Yes,No,No,No,Yes,N/A,3,100000,N/A,N/A,875000,880000,870000,885000,880000,890000,885000,895000,880000,"Grey, Red, Blue, White, Gold, Black",Tata Altroz XM Plus Petrol is the petrol variant in the Tata Altrozlineup and is priced at Rs. 8.82 Lakh. It gives a mileage of 19.33 kmpl. Tata Altroz XM Plus Petrol is available in Manual transmission
6,Tata Altroz,Altroz XM Plus (S),Hatchback,885000,958000,19.33,14,22,1199, 3 Cylinders Inline 4 Valves/Cylinder DOHC	,1.2 L Revotron	,Manual,Manual - 5 Gears	,Petrol,5,140,10.5,87,6000,115,3300,680,BS6 Phase 2	,No,N/A,N/A,N/A,N/A,3990,1754,1523,2501,16.5,1080,5,2,345,37,Independent MacPherson dual path strut with coil spring	,Twist beam with coil spring and shock absorber	,Disc,Drum,5.3,Power assisted (Electric),Yes,Yes,Steel Rims	,15,Radial Tubeless,Steel,185 / 60 R16,185 / 60 R16,"1 beep over 80kmph, Continuous beeps over 120kmph	",No,No,No,No,No,5,3,No,No,No,No,No,"2 Airbags (Driver, Passenger)	",No,No,No,Yes,No,Yes,Yes,No,Reverse Camera with Guidance	,No,No,No,Standard,No,No,No,No,No,No,No,Yes,Keyless	,Yes,Yes,No,Yes (Manual)	,"Single Zone, Common Fan Speed Control	","Blower, Vents Behind Front Armrest",No,Yes,Tilt,1,Yes,Yes,Rear,No,No,No,No,N/A,No,No,No,No,No,No,No,No,No,No,No,"6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)	","6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)	",Fixed,N/A,Fabric,No,No,No,No,Bench,N/A,No,No,N/A,Dual Tone,Black and Grey	,No,Full,Yes,No,No,Front	,Yes,Front Only	,No,No,No,N/A,No,Yes,Front & Rear	,Black	,Auto Folding	,Yes,No,No,Body Coloured,Yes,No,Black	,Front & Rear	,No,Electric Tailgate Release,No,No,Electrically Adjustable			,Yes,No,Yes,No,No,No,No,No,Halogen,Yes,Yes,Halogen	,Front	,Yes,No,No,No,No,No,No,Yes,Analog - Digital	,Electronic 2 Trips	,Yes,Yes,Yes,Digital	,Yes,Yes,Yes,Yes,Yes,No,Analog	,Yes,Yes,"Android Auto (Yes), Apple Car Play (Yes)",Yes,7,Touch-screen Display,7,Yes,Yes,No,No,4,Yes,Yes,Phone & Audio Streaming,No,No,Yes,No,No,Yes,No,No,No,Yes,N/A,3,100000,N/A,N/A,885000,890000,880000,895000,890000,900000,895000,905000,890000,"Grey, Red, Blue, White, Gold, Black",Tata Altroz XM Plus (S) is the petrol variant in the Tata Altroz lineup and is priced at Rs. 9.39 Lakh. It gives a mileage of 19.33 kmpl. Tata Altroz XM Plus (S) is available in Manual transmission
7,Tata Altroz,Altroz XT Petrol,Hatchback,925000,958000,19.33,14,22,1199, 3 Cylinders Inline 4 Valves/Cylinder DOHC	,1.2 L Revotron	,Manual,Manual - 5 Gears	,Petrol,5,140,10.5,87,6000,115,3300,685,BS6 Phase 2	,No,N/A,N/A,N/A,Petrol,3990,1754,1523,2501,16.5,1080,5,2,345,37,Independent MacPherson dual path strut with coil spring	,Twist beam with coil spring and shock absorber	,Disc,Drum,5.3,Power assisted (Electric),Yes,Yes,Steel Rims	,15,Radial Tubeless,Steel,185 / 60 R16,185 / 60 R16,"1 beep over 80kmph, Continuous beeps over 120kmph	",No,No,No,No,No,5,3,No,No,No,No,No,"2 Airbags (Driver, Passenger)	",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Reverse Camera with Guidance	,Yes,Yes,No,Standard,No,No,No,No,No,No,No,Yes,Keyless	,Yes,Yes,No,Yes (Manual)	,"Single Zone, Common Fan Speed Control	","Blower, Vents Behind Front Armrest",Yes,Yes,Tilt,1,Yes,Yes,Rear,Manual - Internal Only		,Co-Driver Only		,No,No,N/A,No,No,No,No,No,No,No,No,No,No,No,"6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)	","6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)	",Fixed,N/A,Fabric,No,No,Yes,No,Bench,N/A,No,No,N/A,Dual Tone,Black and Grey	,Yes,Full,Yes,No,No,Front	,Yes,Front Only	,Yes,No,No,N/A,Driver,Yes,Front & Rear	,Black	,Auto Folding	,Yes,Yes,Yes,Body Coloured,No,Yes,Black	,Front & Rear	,No,Electric Tailgate Release,No,No,No,No,No,Yes,No,No,No,Halogen,Yes,Halogen,No,Yes,Halogen	,Front	,Yes,Yes,Yes,Yes,Active,No,Yes,Yes,Analog - Digital	,Electronic 2 Trips	,Yes,Yes,Yes,Digital	,Yes,Yes,Yes,Yes,Yes,No,Analog	,Yes,Yes,"Android Auto (Yes), Apple Car Play (Yes)",Yes,7,Touch-screen Display,7,Yes,Yes,No,Yes,4,Yes,Yes,Phone & Audio Streaming,No,No,Yes,No,No,Yes,No,No,No,Yes,N/A,3,100000,N/A,N/A,925000,930000,920000,935000,930000,940000,935000,945000,930000,"Grey, Red, Blue, White, Gold, Black",Tata Altroz XZ Petrol is the petrol variant in the Tata Altroz lineup and is priced at Rs. 9.95 Lakh. It gives a mileage of 19.33 kmpl. Tata Altroz XZ Petrol is available in Manual transmission
8,Tata Altroz,Altroz XM Plus iCNG,Hatchback,920000,963000,26,20,30,1199, 3 Cylinders Inline 4 Valves/Cylinder DOHC	,1.2 L CNG	,Manual,Manual - 5 Gears	,CNG,5,140,10.5,72,6000,115,3300,760,BS6 Phase 2	,No,N/A,N/A,N/A,N/A,3990,1754,1523,2501,16.5,1080,5,2,345,37,Independent MacPherson dual path strut with coil spring	,Twist beam with coil spring and shock absorber	,Disc,Drum,5.3,Power assisted (Electric),Yes,Yes,Steel Rims	,15,Radial Tubeless,Steel,185 / 60 R16,185 / 60 R16,"1 beep over 80kmph, Continuous beeps over 120kmph	",No,No,No,No,No,5,3,No,No,No,No,No,"2 Airbags (Driver, Passenger)	",Yes,Yes,No,Yes,Yes,Yes,Yes,No,N/A,Yes,Yes,No,Standard,No,No,No,No,No,No,No,Yes,Keyless	,Yes,Yes,No,Yes (Manual)	,"Single Zone, Common Fan Speed Control	","Blower, Vents Behind Front Armrest",No,Yes,Tilt,1,No,Yes,Rear,No,No,No,No,N/A,No,No,No,No,No,No,No,No,No,No,No,"6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)	","6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)        ",Fixed,N/A,Fabric,No,No,No,No,Bench,N/A,No,No,N/A,Dual Tone,Black and Grey	,No,Full,Yes,No,No,Front	,Yes,Front Only	,No,No,No,N/A,No,Yes,Front & Rear	,Black	,Auto Folding	,Yes,No,No,Body Coloured,No,No,Black	,Front & Rear	,No,Electric Tailgate Release,No,No,No,No,No,Yes,No,No,No,No,No,Halogen,No,Yes,Halogen	,Front	,Yes,No,No,No,No,No,No,Yes,Analog - Digital	,Electronic 2 Trips	,Yes,Yes,Yes,Digital	,Yes,Yes,Yes,Yes,Yes,No,Analog	,Yes,Yes,"Android Auto (Yes), Apple Car Play (Yes)",Yes,7,Touch-screen Display,7,Yes,Yes,No,No,4,Yes,Yes,Phone & Audio Streaming,No,No,Yes,No,No,Yes,No,No,No,Yes,N/A,3,100000,N/A,N/A,920000,925000,910000,930000,925000,935000,930000,940000,925000,"Grey, Red, Blue, White, Gold, Black",Tata Altroz XM Plus iCNG is the cng variant in the Tata Altroz lineup and is priced at Rs. 9.78 Lakh. It gives a mileage of 26.2 km/kg. Tata Altroz XM Plus iCNG is available in Manual transmission
9,Tata Altroz,Altroz XMA Plus Petrol,Hatchback,955000,1015000,19.33,14,22,1199, 3 Cylinders Inline 4 Valves/Cylinder DOHC	,1.2 L Revotron	,Automatic,Manual - 5 Gears	,Petrol,5,140,10.5,87,6000,115,3300,690,BS6 Phase 2	,No,N/A,N/A,N/A,N/A,3990,1754,1523,2501,16.5,1080,5,2,345,37,Independent MacPherson dual path strut with coil spring	,Twist beam with coil spring and shock absorber	,Disc,Drum,5.3,Power assisted (Electric),Yes,Yes,Steel Rims	,15,Radial Tubeless,Steel,185 / 60 R16,185 / 60 R16,"1 beep over 80kmph, Continuous beeps over 120kmph	",No,No,No,No,No,5,3,No,No,No,No,No,"2 Airbags (Driver, Passenger)	",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Reverse Camera with Guidance	,Yes,Yes,No,Standard,No,No,No,No,No,No,No,Yes,Keyless	,Yes,Yes,No,Yes (Manual)	,"Single Zone, Common Fan Speed Control	","Blower, Vents Behind Front Armrest",No,Yes,Tilt,1,Yes,Yes,Rear,No,Yes,No,No,N/A,No,No,No,No,No,No,No,No,No,No,No,"6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)	","6 way manually adjustable (seat forward / back, backrest tilt forward / back, headrest up / down)	",Fixed,N/A,Fabric,No,No,No,No,Bench,N/A,No,No,N/A,Dual Tone,Black and Grey	,No,Full,Yes,No,No,Front	,Yes,Front Only	,No,No,No,N/A,No,Yes,Front & Rear	,Black	,Auto Folding	,Yes,No,Yes,Body Coloured,No,Yes,Black	,Front & Rear	,No,Electric Tailgate Release,No,No,No,No,No,Yes,No,No,No,No,Yes,Halogen,No,Yes,Halogen	,Front	,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Analog - Digital	,Electronic 2 Trips	,Yes,Yes,Yes,Digital	,Yes,Yes,Yes,Yes,Yes,No,Analog	,Yes,Yes,"Android Auto (Yes), Apple Car Play (Yes)",Yes,7,Touch-screen Display,7,Yes,Yes,No,No,4,Yes,Yes,Phone & Audio Streaming,No,No,Yes,No,No,Yes,No,No,No,Yes,N/A,3,100000,N/A,N/A,955000,960000,950000,965000,960000,970000,965000,975000,960000,"Grey, Red, Blue, White, Gold, Black",Tata Altroz XMA Plus Petrol is the petrol variant in the Tata Altroz lineup and is priced at Rs. 9.95 Lakh. It gives a mileage of 19.33 kmpl. Tata Altroz XMA Plus Petrol is available in Automatic (DCT) transmission
